,age,height_cm,weight_kgs,positions,overall_rating,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_rating,club_position,national_team,national_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,interceptions,vision,penalties,marking,standing_tackle,sliding_tackle,tags
116,21,181.0,78.0,"LW,LM,RW",80,21000000.0,29000.0,Left,1,3,3,High/ Medium,Lean,48300000.0,77.0,LW,0,,81,78,44,80,64,84,69,71,73,85,72,75,70,81,70,73,58,72,59,79,29,79,52,50,32,30,0.0
117,35,178.5,74.8,"CDM,CM",80,4500000.0,34000.0,Right,1,4,2,High/ High,Stocky,8500000.0,73.0,CDM,1,81.0,75,58,59,78,58,75,48,73,75,77,69,68,78,78,77,72,67,89,71,64,79,73,61,80,81,77,1.0
118,31,178.5,68.9,"LB,LM",80,10500000.0,34000.0,Left,1,4,4,Medium/ Medium,Lean,20000000.0,73.0,LB,1,81.0,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,77,75,61,70,77,81,0.0
119,21,181.0,71.2,"ST,LW,LM",80,21000000.0,84000.0,Right,1,5,4,High/ High,Normal,44100000.0,79.0,ST,0,,69,79,75,75,64,84,71,65,59,80,83,86,78,78,74,80,80,78,77,64,35,72,69,46,44,36,0.0
120,23,175.26,66.2,RB,80,18500000.0,115000.0,Right,1,3,3,High/ Medium,Lean,41600000.0,86.0,SUB,0,,81,45,73,77,48,69,69,30,70,77,80,82,78,77,79,58,71,80,63,59,75,63,62,83,79,80,0.0
121,22,181.0,76.2,"RM,CM",80,21000000.0,31000.0,Right,1,4,4,Medium/ Medium,Lean,48300000.0,80.0,RM,0,,79,74,56,84,66,80,69,82,77,82,75,77,75,80,73,77,59,78,65,73,68,83,73,60,65,56,0.0
122,20,175.26,69.9,"CM,LM",80,23500000.0,51000.0,Right,1,4,4,High/ Medium,Lean,49400000.0,79.0,LCM,0,,68,72,54,84,68,84,78,59,78,82,79,79,81,78,81,61,61,79,61,67,66,84,63,64,64,63,0.0
123,22,181.0,76.2,"CM,CDM",80,22500000.0,51000.0,Right,1,3,4,High/ Medium,Normal,47300000.0,79.0,RCM,1,84.0,67,59,56,83,59,86,67,63,79,84,84,76,83,80,84,80,63,78,78,70,73,79,60,66,73,69,1.0
124,22,185.42,83.9,ST,80,20500000.0,25000.0,Right,1,3,4,High/ Low,Normal,44600000.0,77.0,ST,1,81.0,56,85,81,76,76,76,68,53,58,77,61,65,45,77,53,79,73,71,80,76,21,60,67,35,20,23,0.0
125,37,178.5,74.8,"LM,ST,RM",81,6000000.0,24000.0,Right,2,3,4,High/ Medium,Normal,12600000.0,80.0,LS,0,,86,80,59,83,68,85,86,77,84,83,72,66,72,82,72,74,33,54,65,76,35,85,75,41,47,39,1.0
126,35,187.96,83.9,CB,81,5500000.0,18000.0,Left,3,2,2,High/ Medium,Normal,11000000.0,78.0,LCB,0,,79,52,80,73,61,65,82,79,77,62,68,74,52,74,43,80,65,78,89,74,82,58,72,86,84,82,1.0
127,27,193.04,89.8,CB,80,15000000.0,99000.0,Right,2,2,2,Medium/ Medium,Lean,28900000.0,83.0,SUB,0,,54,36,82,77,50,65,63,22,74,69,55,69,55,78,47,66,66,73,77,48,83,72,42,80,84,78,1.0
128,26,175.26,76.2,"RB,RWB",80,15500000.0,82000.0,Right,2,3,3,High/ Medium,Normal,29800000.0,83.0,SUB,1,75.0,83,54,75,78,47,76,69,30,72,79,79,78,73,81,76,71,94,77,74,58,79,71,64,75,81,82,0.0
129,28,187.96,77.1,"CDM,CM",80,14000000.0,49000.0,Right,2,3,2,Medium/ High,Lean,24900000.0,77.0,CDM,0,,52,49,85,78,49,63,42,53,75,74,65,72,53,79,50,78,76,77,82,66,83,67,50,80,82,82,0.0
130,25,175.26,69.9,"CM,RM",80,19500000.0,94000.0,Right,2,4,4,High/ High,Stocky,37500000.0,83.0,RES,0,,78,69,39,80,58,84,73,60,75,84,84,85,81,78,88,80,69,82,72,76,72,81,69,67,70,66,0.0
132,27,182.88,82.1,ST,80,17500000.0,19000.0,Right,3,3,5,High/ Medium,Normal,36300000.0,75.0,RS,1,81.0,57,80,77,75,81,81,80,67,68,80,76,83,72,76,63,81,78,82,85,75,33,81,76,44,23,19,0.0
133,27,178.5,78.9,ST,80,17500000.0,24000.0,Right,2,4,4,High/ Medium,Stocky,,76.0,LW,1,79.0,62,78,65,75,75,85,77,60,55,83,86,89,85,79,80,80,62,74,77,65,16,73,74,26,24,22,0.0
134,29,182.88,76.2,"CB,RB",80,11500000.0,55000.0,Right,3,3,2,Medium/ High,Lean,21900000.0,77.0,RCB,0,,65,41,79,66,36,53,44,35,60,66,70,80,64,75,63,54,79,76,77,22,81,50,51,85,79,83,0.0
135,29,178.5,72.1,"RM,RW,LM",80,15000000.0,31000.0,Right,1,5,3,Medium/ Medium,Normal,31500000.0,79.0,RW,0,,79,79,47,77,75,82,85,81,78,81,79,77,79,75,78,83,66,75,66,79,45,80,65,73,58,55,0.0
136,27,178.5,64.9,"LM,RM",80,16000000.0,30000.0,Right,2,4,4,Medium/ Medium,Lean,33600000.0,80.0,SUB,0,,78,74,47,77,75,82,81,72,70,81,92,89,82,72,79,79,72,73,58,71,33,74,56,55,30,26,1.0
137,29,178.5,82.1,LB,80,11500000.0,1000.0,Left,1,2,4,High/ Medium,Stocky,24200000.0,76.0,LB,0,,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,88,75,73,79,71,51,77,74,75,0.0
138,27,182.88,78.0,CB,80,15500000.0,27000.0,Right,1,3,2,High/ Medium,Lean,33700000.0,80.0,RCB,0,,78,41,83,79,49,66,67,49,75,74,67,68,78,78,65,52,82,69,74,49,84,68,35,79,82,84,0.0
140,26,182.88,78.0,CB,80,16000000.0,38000.0,Right,2,2,2,Medium/ High,Normal,,86.0,SUB,1,79.0,56,37,76,68,54,58,38,26,62,64,75,76,77,73,72,68,89,72,80,13,81,54,46,77,80,82,0.0
141,25,187.96,89.8,"CDM,CB,CM",80,16500000.0,73000.0,Right,2,3,2,Medium/ High,Normal,31800000.0,83.0,SUB,1,82.0,67,52,82,77,51,65,60,74,78,70,62,68,52,78,38,82,77,78,89,72,81,67,70,82,81,83,1.0
144,33,175.26,83.0,ST,80,12000000.0,13000.0,Right,4,4,3,Medium/ High,Stocky,18000000.0,70.0,ST,0,,73,80,75,81,83,74,84,83,82,80,65,65,66,82,77,85,74,74,78,80,56,82,81,57,55,40,0.0
146,36,175.26,72.1,ST,80,7000000.0,23000.0,Right,2,4,4,High/ High,Normal,9800000.0,75.0,LS,0,,66,85,79,72,74,78,78,73,70,80,77,83,84,77,80,77,84,77,75,75,52,72,82,35,58,34,0.0
147,34,175.26,73.0,"CDM,CB",80,4500000.0,20000.0,Right,4,3,2,Low/ High,Normal,9700000.0,66.0,LDM,0,,63,42,66,79,51,58,63,50,75,80,69,62,72,79,78,76,80,76,72,55,85,68,60,78,81,82,0.0
148,33,175.26,68.9,"CF,ST",80,9500000.0,39000.0,Right,2,4,4,High/ Medium,Lean,16200000.0,79.0,SUB,0,,78,78,63,83,83,87,79,77,76,85,69,61,83,81,83,77,70,62,62,74,45,81,72,43,42,31,1.0
150,34,181.0,71.2,RB,80,5500000.0,53000.0,Right,3,3,3,High/ Medium,Lean,11300000.0,84.0,SUB,0,,81,54,59,77,49,75,80,59,66,78,74,83,74,82,63,68,68,80,74,53,76,72,66,75,81,80,0.0
151,34,175.26,69.9,CDM,80,4500000.0,1000.0,Right,2,3,3,Medium/ High,Normal,9400000.0,77.0,RDM,0,,66,61,63,82,60,73,62,54,74,78,67,65,77,76,76,71,70,85,64,63,80,74,62,81,81,73,0.0
153,33,187.96,91.2,ST,80,12000000.0,70000.0,Right,3,3,3,Medium/ Medium,Stocky,19200000.0,75.0,ST,0,,72,83,78,71,78,73,77,70,68,72,71,68,66,78,59,84,72,71,90,79,51,72,78,33,41,23,1.0
154,33,193.04,83.9,CB,80,,,Right,2,4,2,High/ Medium,Normal,,76.0,LCB,0,,49,51,81,73,37,49,36,40,67,63,46,49,55,76,36,74,64,67,83,59,82,49,79,82,83,79,0.0
155,33,175.26,74.8,"LM,CAM",80,11500000.0,1000.0,Right,2,4,4,High/ Medium,Normal,24200000.0,77.0,LM,0,,77,70,62,80,69,86,79,70,72,83,83,76,82,76,76,81,74,72,71,82,68,77,73,62,69,68,1.0
156,35,187.96,84.8,CB,80,4500000.0,37000.0,Left,3,4,2,Medium/ High,Normal,8500000.0,75.0,LCB,0,,58,47,80,74,44,57,51,55,76,74,38,41,52,76,64,64,65,62,81,53,79,62,57,80,82,80,0.0
157,33,181.0,79.8,CB,80,8500000.0,37000.0,Right,2,3,2,Medium/ High,Normal,16200000.0,76.0,RCB,0,,65,55,81,74,44,62,59,51,77,73,59,60,63,76,72,65,81,71,78,61,83,63,68,77,84,82,0.0
158,34,175.26,73.0,"CAM,CDM",80,9000000.0,69000.0,Right,3,4,4,Medium/ Medium,Normal,15300000.0,82.0,RES,0,,78,67,60,89,70,82,78,76,85,86,55,52,72,81,78,72,67,69,66,70,70,86,72,65,66,62,1.0
159,24,185.42,76.2,"RW,RM",79,17500000.0,32000.0,Left,1,4,4,Medium/ Low,Lean,40300000.0,77.0,RW,1,85.0,82,71,42,79,67,85,80,65,74,82,84,76,85,76,71,74,61,68,59,71,36,80,60,30,22,22,0.0
160,28,185.42,74.8,"LB,CDM",79,10000000.0,26000.0,Left,3,3,3,Medium/ Medium,Normal,15000000.0,76.0,LWB,1,85.0,79,55,71,78,51,74,65,65,74,77,75,77,67,80,67,69,66,82,76,61,81,72,65,76,79,79,0.0
161,26,182.88,76.2,ST,79,15500000.0,47000.0,Right,2,4,4,Medium/ Low,Normal,24400000.0,73.0,LS,0,,50,82,75,73,73,76,74,66,63,77,74,76,77,78,71,76,89,81,78,66,19,64,74,22,37,27,0.0
162,24,175.26,63.0,CM,79,16500000.0,15000.0,Right,3,4,3,Medium/ Medium,Normal,34200000.0,81.0,LCM,0,,73,66,52,82,63,84,77,64,78,83,72,65,78,78,78,65,62,78,38,69,67,80,64,66,66,62,0.0
164,26,175.26,69.9,"CAM,RM,LM",79,15000000.0,32000.0,Right,2,4,3,Medium/ Medium,Lean,26600000.0,79.0,LCM,0,,81,69,40,79,62,80,69,71,72,79,78,76,78,79,77,68,61,82,60,68,57,77,68,49,44,40,0.0
165,24,172.72,71.2,"RM,CAM,CM",79,17500000.0,15000.0,Right,1,3,4,Medium/ Medium,Normal,38500000.0,81.0,SUB,0,,78,67,56,77,63,84,74,72,74,83,76,74,86,80,82,67,57,68,54,68,46,79,72,52,41,27,1.0
166,25,170.18,69.9,LWB,79,13500000.0,59000.0,Right,2,3,4,High/ High,Normal,26700000.0,76.0,LWB,0,,78,43,70,74,44,74,62,54,59,77,77,78,72,72,78,68,75,83,64,45,80,66,46,77,80,82,0.0
167,23,187.96,88.0,"CDM,CB,CM",79,14500000.0,20000.0,Right,2,4,2,High/ High,Normal,,76.0,RCM,1,85.0,75,66,78,79,71,69,72,71,78,74,61,68,59,73,58,86,67,89,87,76,78,76,44,76,78,76,2.0
168,25,182.88,74.8,"CDM,CM,LM",79,15000000.0,1000.0,Right,1,3,4,High/ High,Lean,34500000.0,75.0,RCM,1,77.0,69,65,70,81,55,82,65,65,79,82,74,78,70,79,65,65,63,90,63,67,75,72,57,81,79,76,1.0
169,24,172.72,63.0,LM,79,17000000.0,16000.0,Right,1,3,3,High/ Medium,Lean,35300000.0,76.0,LM,0,,77,74,51,76,82,80,78,70,69,81,78,75,85,81,85,78,62,80,45,71,55,76,71,32,44,35,0.0
170,26,178.5,79.8,"CDM,CM,RM",79,13500000.0,35000.0,Right,1,3,4,High/ Medium,Normal,26700000.0,75.0,RDM,0,,67,63,59,82,60,78,67,77,81,81,74,82,78,78,74,81,68,84,66,79,76,80,60,73,77,76,0.0
171,24,178.5,69.9,"CDM,CM",79,14000000.0,55000.0,Right,1,4,3,Medium/ High,Lean,27700000.0,77.0,RCM,1,79.0,66,56,65,77,56,69,66,65,76,77,74,76,75,72,76,82,84,90,76,75,80,68,58,78,81,81,0.0
172,23,185.42,83.0,"CDM,CM,CB",79,14500000.0,26000.0,Right,1,3,3,Medium/ High,Normal,25700000.0,75.0,RCM,0,,69,40,71,78,45,75,62,60,74,77,76,85,68,76,66,82,77,83,83,71,79,72,40,79,80,71,0.0
173,28,182.88,83.0,CDM,79,11500000.0,27000.0,Right,1,3,3,Medium/ High,Normal,17000000.0,76.0,RDM,0,,58,48,73,80,49,69,59,60,83,73,54,34,60,79,60,73,35,86,85,66,76,69,59,74,80,71,0.0
174,28,178.5,79.8,ST,79,13000000.0,32000.0,Right,2,5,3,High/ Low,Normal,18200000.0,76.0,ST,0,,55,86,75,67,71,71,67,60,65,75,78,83,77,74,73,82,86,77,76,80,28,69,72,45,25,25,1.0
176,27,175.26,67.1,RB,79,11500000.0,94000.0,Right,2,2,3,High/ Medium,Normal,,77.0,RB,0,,78,54,68,75,45,76,64,39,66,78,77,78,79,75,75,74,69,76,67,69,79,64,46,78,81,82,0.0
177,27,182.88,73.9,"CAM,LW",79,15000000.0,49000.0,Right,2,4,4,High/ Low,Lean,,77.0,CAM,0,,72,69,48,78,74,85,80,83,70,86,81,76,81,74,79,78,63,68,58,78,32,77,75,39,35,35,0.0
178,28,178.5,77.1,"RM,LM",79,13000000.0,61000.0,Left,1,4,4,High/ High,Normal,24700000.0,77.0,RM,1,72.0,82,70,64,78,72,79,79,77,75,78,79,77,76,77,76,82,78,82,70,74,62,79,70,60,63,55,0.0
179,29,181.0,77.1,"ST,CAM",79,13000000.0,25000.0,Right,2,4,4,High/ Medium,Stocky,28600000.0,69.0,ST,0,,67,75,79,75,76,76,76,80,66,77,86,76,77,75,74,86,76,79,77,72,56,78,85,30,57,35,0.0
180,29,185.42,78.9,ST,79,13000000.0,32000.0,Right,1,4,3,Medium/ Medium,Normal,27300000.0,77.0,SUB,0,,56,78,80,72,81,75,42,46,49,80,65,66,65,77,54,82,74,71,79,75,37,65,70,35,34,21,0.0
181,29,175.26,72.1,"LB,LM",79,10000000.0,20000.0,Left,1,2,3,Medium/ Medium,Lean,21000000.0,80.0,SUB,0,,81,56,68,77,51,68,69,69,77,75,72,77,74,78,77,81,74,83,69,63,81,63,66,80,76,80,0.0
183,30,185.42,78.0,CB,79,10000000.0,35000.0,Left,2,2,2,Medium/ Medium,Normal,21000000.0,79.0,LCB,0,,54,37,77,71,39,53,67,46,70,69,55,59,56,75,58,59,78,72,80,38,79,56,46,80,80,82,0.0
184,31,170.18,64.9,"CDM,CB",79,9500000.0,50000.0,Right,3,4,3,Medium/ High,Stocky,18100000.0,77.0,SUB,1,77.0,50,31,68,79,58,63,35,45,73,71,72,70,78,80,92,65,82,84,83,59,81,68,58,75,83,76,0.0
185,29,178.5,74.8,"CAM,LW",79,12500000.0,65000.0,Right,2,4,4,Medium/ Medium,Normal,23800000.0,76.0,CAM,0,,79,74,67,78,69,84,78,78,76,83,75,72,85,79,78,78,77,84,63,79,66,78,80,50,54,55,0.0
186,27,175.26,72.1,RB,79,10500000.0,26000.0,Right,2,3,3,High/ Medium,Normal,22100000.0,77.0,RM,0,,83,28,65,71,28,69,78,38,68,80,71,71,77,80,66,74,82,91,69,39,81,64,23,69,81,82,0.0
187,28,175.26,72.1,"LM,CM",79,13000000.0,35000.0,Right,1,3,3,High/ Medium,Normal,27300000.0,77.0,LF,0,,70,77,53,82,59,80,67,54,80,81,81,77,75,72,77,67,72,67,67,78,66,79,62,45,72,59,0.0
188,28,175.26,82.1,"ST,CF,CAM,LM",79,13500000.0,41000.0,Right,1,4,4,High/ High,Stocky,25700000.0,76.0,LS,0,,79,79,54,77,69,79,80,79,69,81,75,77,80,79,67,85,44,69,68,83,61,79,75,30,49,30,0.0
189,27,185.42,71.2,CB,79,12000000.0,110000.0,Right,2,3,2,Medium/ High,Normal,23700000.0,82.0,LCB,0,,60,44,78,73,49,59,38,35,67,64,54,59,52,77,59,68,82,64,79,59,80,54,55,76,80,81,0.0
190,30,182.88,79.8,ST,79,12500000.0,35000.0,Right,2,4,3,Medium/ Medium,Normal,22500000.0,74.0,ST,1,72.0,37,84,67,71,79,75,56,51,67,75,67,68,67,82,70,78,66,72,78,77,20,72,89,30,32,34,0.0
191,18,175.26,73.0,"LW,RW",78,20500000.0,70000.0,Right,1,4,5,High/ Medium,Lean,54800000.0,86.0,LW,0,,71,70,50,73,71,82,77,62,66,81,92,94,93,70,84,74,74,79,64,68,26,71,65,32,25,18,2.0
192,22,182.88,74.8,"LWB,LB,CB,LM",78,12500000.0,17000.0,Left,1,3,3,Medium/ Medium,Normal,28800000.0,80.0,SUB,0,,77,66,74,76,55,72,65,43,70,77,83,82,65,71,62,68,64,79,75,61,75,61,38,70,78,79,0.0
193,38,170.18,72.1,"CM,CDM",79,4000000.0,23000.0,Left,2,4,4,Medium/ Medium,Stocky,7600000.0,76.0,LDM,0,,80,68,43,85,69,78,83,80,86,81,54,38,68,72,81,77,72,58,64,76,66,85,85,65,67,60,0.0
194,34,185.42,78.9,ST,79,6500000.0,9000.0,Right,3,4,3,Medium/ Medium,Normal,8100000.0,67.0,RS,0,,68,76,77,77,80,80,80,63,51,78,71,77,70,73,51,83,75,60,74,72,20,76,74,39,22,18,0.0
195,34,182.88,78.9,"CDM,CB,CM",79,5000000.0,10000.0,Right,4,3,3,Medium/ Medium,Normal,7500000.0,69.0,RDM,0,,76,69,75,82,79,71,82,74,83,78,36,37,61,81,63,81,71,67,75,77,73,81,77,76,72,73,0.0
196,33,187.96,77.1,ST,79,10000000.0,59000.0,Right,2,3,3,High/ Low,Lean,19000000.0,77.0,ST,0,,68,82,72,66,77,69,60,70,60,69,81,79,72,81,48,85,66,69,79,74,33,64,79,29,29,26,0.0
197,33,187.96,88.9,ST,79,10000000.0,44000.0,Right,3,4,3,Medium/ Low,Normal,17000000.0,76.0,LS,0,,60,80,82,68,75,71,68,36,50,71,63,66,62,80,50,84,76,60,86,71,20,62,69,40,31,20,1.0
198,33,175.26,64.9,"RB,LB",79,7000000.0,110000.0,Right,2,3,4,High/ Medium,Lean,13300000.0,82.0,RB,1,82.0,83,64,57,78,71,77,86,75,69,78,77,74,76,79,76,75,55,75,67,65,77,74,60,76,78,75,0.0
199,32,185.42,84.8,LW,79,11000000.0,70000.0,Right,3,3,4,Medium/ Low,Normal,20900000.0,76.0,CAM,1,81.0,72,77,71,71,67,82,77,50,66,80,83,82,77,71,73,85,82,77,78,82,34,74,70,39,28,21,0.0
201,33,182.88,77.1,"LM,ST,RM",79,10000000.0,34000.0,Right,3,3,4,Medium/ Low,Lean,17000000.0,77.0,LS,0,,67,82,77,79,78,87,78,62,68,86,67,65,76,82,76,76,76,64,67,67,32,78,85,50,38,27,1.0
202,33,172.72,74.8,"ST,CAM",79,8000000.0,22000.0,Right,3,4,4,High/ Low,Stocky,17200000.0,66.0,CAM,0,,77,80,57,80,77,82,83,79,65,83,85,83,87,81,85,79,82,68,71,78,31,83,69,40,40,37,1.0
203,32,178.5,73.9,"CAM,ST",79,11000000.0,38000.0,Left,3,4,5,Medium/ Low,Lean,20900000.0,75.0,CAM,0,,70,70,46,78,72,88,76,73,74,80,77,69,82,70,79,78,74,60,65,75,36,78,84,31,27,21,1.0
206,34,178.5,74.8,ST,79,6500000.0,31000.0,Right,1,3,4,High/ High,Normal,13700000.0,77.0,RS,0,,51,81,79,69,84,78,78,53,52,81,64,63,86,80,69,83,91,63,71,78,18,56,70,35,35,27,1.0
207,33,193.04,88.0,CB,79,7000000.0,94000.0,Right,3,3,2,Medium/ Medium,Normal,13000000.0,83.0,SUB,0,,28,56,84,63,47,56,48,27,60,60,38,46,49,76,47,63,80,61,81,64,77,56,53,79,82,79,0.0
208,22,185.42,74.8,"LM,RM,LW",78,14000000.0,81000.0,Right,1,3,4,Medium/ Medium,Normal,29400000.0,82.0,SUB,0,,69,64,42,81,51,84,63,40,63,84,80,80,78,75,75,70,47,74,72,54,24,81,59,30,26,23,0.0
209,23,190.5,88.0,"CM,LM",78,14500000.0,81000.0,Right,1,3,4,Medium/ Low,Normal,29700000.0,83.0,SUB,0,,62,65,58,83,54,82,58,57,81,81,68,74,76,67,70,65,59,75,80,62,57,79,45,59,67,61,0.0
211,26,185.42,73.0,"LWB,LM,LB",78,10500000.0,28000.0,Left,1,2,3,High/ Low,Lean,22800000.0,77.0,SUB,0,,79,62,55,78,43,78,74,68,70,79,89,90,74,70,61,80,73,70,70,61,72,65,67,67,78,79,0.0
212,25,178.5,71.2,"CDM,CM",78,,,Right,1,3,3,Medium/ High,Lean,,79.0,RDM,0,,59,30,59,78,22,66,31,31,65,69,76,71,75,77,73,53,78,93,77,39,80,65,32,85,81,73,0.0
213,30,185.42,88.9,CB,78,8000000.0,25000.0,Right,1,2,2,Medium/ High,Normal,11200000.0,76.0,RCB,0,,44,45,82,66,50,36,32,26,57,62,52,50,36,76,52,55,85,84,80,54,80,33,51,78,79,78,0.0
215,27,193.04,87.1,CB,78,11000000.0,54000.0,Right,2,3,2,Medium/ High,Lean,19500000.0,82.0,RCB,0,,45,22,79,59,28,49,29,23,59,61,62,68,49,71,58,39,67,67,86,29,80,31,26,79,80,79,1.0
216,24,187.96,82.1,ST,78,14000000.0,55000.0,Right,1,4,3,Medium/ Medium,Stocky,27700000.0,76.0,ST,0,,29,78,85,70,76,66,39,52,43,75,60,66,67,77,66,82,82,64,90,70,14,68,70,25,24,13,1.0
218,26,175.26,74.8,RB,78,10500000.0,23000.0,Right,1,4,3,High/ High,Stocky,22800000.0,79.0,RB,0,,77,56,61,73,52,76,55,58,56,76,82,86,75,73,86,81,77,92,80,62,73,72,54,68,78,80,1.0
219,31,175.26,68.9,"RB,LB",78,7500000.0,15000.0,Right,1,4,3,Medium/ High,Lean,15000000.0,76.0,RB,0,,78,34,67,75,40,77,68,34,61,76,77,75,77,77,74,71,72,87,64,65,77,52,41,76,79,77,0.0
220,21,175.26,72.1,"CM,CDM",78,16000000.0,47000.0,Right,2,5,4,Medium/ Medium,Normal,,78.0,RCM,1,85.0,76,73,57,78,78,76,84,74,78,81,52,53,67,75,76,88,65,73,69,86,71,81,76,66,72,69,1.0
221,24,170.18,64.0,"CM,CDM",78,14000000.0,22000.0,Right,1,4,4,Medium/ High,Normal,32200000.000000004,77.0,LCM,0,,68,59,45,84,43,77,68,55,76,82,70,66,78,74,84,62,82,86,59,65,74,76,56,69,74,68,0.0
222,25,182.88,78.9,"ST,CF,LM,CAM",78,14000000.0,48000.0,Right,2,4,4,High/ Medium,Lean,24900000.0,81.0,SUB,0,,66,80,54,78,80,84,68,65,62,82,83,79,83,79,75,82,59,68,68,79,39,74,73,39,48,39,0.0
223,24,178.5,73.0,"RB,RWB",78,11000000.0,47000.0,Right,1,4,3,Medium/ Medium,Lean,21700000.0,79.0,RB,0,,77,51,55,79,76,76,68,56,77,78,74,76,69,76,72,72,69,77,71,69,76,66,46,79,80,82,0.0
224,27,193.04,88.0,CB,78,11000000.0,46000.0,Right,1,3,2,Medium/ High,Normal,21700000.0,76.0,LCB,0,,32,37,76,71,24,60,23,39,74,68,38,50,47,79,42,72,72,64,82,21,78,45,36,80,76,78,0.0
225,28,187.96,77.1,CB,78,10000000.0,48000.0,Right,1,3,2,Medium/ Medium,Normal,19800000.0,75.0,LCB,0,,49,25,74,68,30,42,45,33,64,68,60,65,56,77,57,52,74,68,78,24,81,51,55,81,81,78,0.0
226,29,178.5,78.0,"LM,LW,ST",78,10500000.0,35000.0,Right,2,3,4,Medium/ Medium,Normal,17900000.0,78.0,LM,0,,72,74,43,77,67,82,83,80,71,81,89,79,83,77,78,76,62,68,63,77,37,73,75,25,30,27,0.0
227,28,185.42,78.0,CB,78,10000000.0,26000.0,Right,1,3,2,Medium/ Medium,Normal,19800000.0,75.0,RCB,0,,25,25,73,66,22,62,48,52,64,63,66,64,55,71,53,67,74,75,79,34,80,32,35,80,82,78,0.0
228,27,182.88,73.0,CAM,78,11000000.0,56000.0,Right,2,4,4,High/ Medium,Normal,,76.0,SUB,0,,74,64,58,80,64,83,80,70,74,85,69,75,72,68,71,72,64,68,69,66,30,80,68,61,34,30,0.0
229,26,182.88,76.2,"LB,LWB",78,10500000.0,61000.0,Left,2,3,4,High/ Low,Lean,20200000.0,84.0,SUB,0,,79,73,75,80,61,76,73,53,72,80,79,74,75,80,72,69,82,77,72,67,74,75,54,71,77,79,0.0
230,26,182.88,83.0,CB,78,10500000.0,24000.0,Left,2,3,2,High/ Medium,Stocky,,78.0,RCB,1,77.0,53,48,77,63,49,55,58,63,81,62,63,73,62,69,62,83,85,72,83,71,76,65,64,77,81,80,0.0
231,25,187.96,88.0,"RWB,RB,RM",78,10500000.0,29000.0,Right,1,3,3,High/ Medium,Normal,18600000.0,78.0,RM,0,,79,39,70,75,52,73,64,49,70,74,77,84,68,76,61,65,81,87,80,55,74,64,40,76,78,74,0.0
232,27,175.26,79.8,"CDM,CM",78,10500000.0,1000.0,Right,1,3,3,Medium/ Medium,Stocky,22800000.0,75.0,CDM,0,,60,63,62,81,45,70,82,84,82,76,70,76,74,73,81,76,80,80,69,76,80,75,61,69,78,77,0.0
233,28,195.58,97.1,CB,78,10000000.0,62000.0,Right,1,4,2,Medium/ Medium,Normal,19800000.0,76.0,LCB,0,,50,32,77,71,23,53,43,35,60,62,57,69,55,71,46,52,62,58,93,21,76,52,56,72,79,78,2.0
235,27,178.5,77.1,"ST,RW",78,11000000.0,64000.0,Left,2,3,4,High/ Medium,Lean,,76.0,LS,0,,70,79,68,67,75,83,67,69,60,82,88,87,82,75,72,79,42,59,58,78,37,75,69,50,15,18,0.0
236,29,182.88,74.8,CB,78,9500000.0,32000.0,Right,1,3,2,Medium/ High,Lean,20700000.0,79.0,RCB,0,,51,22,73,69,31,48,47,45,57,67,72,73,68,76,72,48,92,78,74,26,79,39,36,76,78,81,0.0
237,25,170.18,62.1,"CAM,CM,LM",78,13000000.0,32000.0,Right,2,4,4,Medium/ Medium,Lean,23100000.0,78.0,SUB,0,,73,65,45,79,66,84,77,70,72,80,90,79,92,76,90,70,72,78,48,62,52,75,61,56,55,55,1.0
238,27,181.0,78.0,"RM,RW",78,11000000.0,14000.0,Right,2,4,4,High/ High,Normal,,73.0,RM,1,74.0,78,73,70,73,74,85,78,55,61,82,86,86,80,74,76,76,73,67,72,75,34,73,68,19,32,25,0.0
239,24,178.5,69.9,"LM,CAM,RM",78,14000000.0,44000.0,Right,1,4,4,Medium/ Medium,Normal,27700000.0,76.0,SUB,1,75.0,77,71,64,80,74,77,73,64,75,78,84,78,79,72,78,76,81,80,62,70,36,73,64,40,31,44,0.0
241,29,182.88,79.8,"RB,RW",78,8000000.0,25000.0,Right,2,3,4,High/ Medium,Lean,16800000.0,79.0,SUB,0,,80,59,59,75,57,75,77,53,69,75,81,87,76,80,74,73,78,93,73,56,76,66,55,69,74,74,0.0
242,29,170.18,71.2,CAM,78,10500000.0,36000.0,Right,2,4,4,Medium/ Low,Lean,20000000.0,76.0,CAM,0,,73,70,58,79,70,82,75,78,74,80,83,77,91,72,80,73,41,73,50,73,56,74,72,31,34,32,1.0
244,32,175.26,72.1,"RM,CAM,LM",78,8000000.0,41000.0,Right,2,4,3,Medium/ Low,Normal,13600000.0,72.0,SUB,0,,79,77,47,80,69,80,80,78,78,79,71,67,80,79,70,76,65,60,57,75,40,79,66,30,26,27,0.0
